3.44929e+01	1.34957e-73 lambdaFlambda extrapolate
2.40664e+01	4.96035e-66
1.78256e+01	1.09366e-59
1.38802e+01	2.37970e-54
1.12628e+01	9.71118e-50
9.45057e+00	9.73773e-46
8.14696e+00	3.07559e-42
7.17684e+00	3.79312e-39
6.43254e+00	2.14555e-36
5.84595e+00	6.38807e-34
5.37242e+00	1.00798e-31
4.98212e+00	1.05684e-29
4.65441e+00	7.46034e-28
4.37482e+00	3.84651e-26
4.13295e+00	1.49786e-24
3.92114e+00	4.43414e-23
3.73369e+00	1.04735e-21
3.56627e+00	2.02632e-20
3.41553e+00	3.27315e-19
3.27885e+00	4.48641e-18
3.15417e+00	5.30439e-17
3.03979e+00	5.45110e-16
2.93437e+00	4.95923e-15
2.83680e+00	4.00048e-14
2.74613e+00	2.89203e-13
2.66159e+00	1.89138e-12
2.58253e+00	1.12170e-11
2.50838e+00	6.08878e-11
2.43867e+00	3.03927e-10
2.37297e+00	1.40485e-09
2.31092e+00	6.02756e-09
2.25221e+00	2.41721e-08
2.19655e+00	9.08207e-08
2.14370e+00	3.21188e-07
2.09344e+00	1.07661e-06
2.04557e+00	3.41276e-06
1.99992e+00	1.03254e-05
1.95633e+00	2.97494e-05
1.91466e+00	8.20016e-05
1.87477e+00	2.16760e-04
1.83656e+00	5.51969e-04
1.79991e+00	7.37342e-04
1.76472e+00	4.17108e-03
1.73092e+00	9.38940e-03
1.69841e+00	2.05060e-02
1.66712e+00	4.35468e-02
1.63698e+00	9.01300e-02
1.60793e+00	1.81409e-01
1.57991e+00	3.57516e-01
1.55286e+00	6.86753e-01
1.52673e+00	1.29170e+00
1.50149e+00	2.38452e+00
1.47707e+00	4.30054e+00
1.45344e+00	7.63021e+00
1.43056e+00	1.32561e+01
1.40840e+00	2.26568e+01
1.38692e+00	3.80957e+01
1.36609e+00	6.31605e+01
1.34588e+00	1.03020e+02
1.32627e+00	1.65308e+02
1.30722e+00	2.62161e+02
1.28872e+00	4.09042e+02
1.27074e+00	6.32221e+02
1.25325e+00	9.63549e+02
1.23625e+00	1.45150e+03
