# NextGen (solar)
# teff = 4400 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 4.0 log(cm/s2) (value for Log(G) for the model.)
# meta = 0.0  (value for the Metallicity for the model.)
#
#     WAVELENGTH	#            FLUX	
#     (ANGSTROM)	#   (ERG/CM2/S/A)	
################	#################	
          26.484	     1.256600e-97	
          37.958	     1.256600e-97	
          51.247	     1.256600e-97	
          65.814	     1.256600e-97	
          81.109	     1.256600e-97	
          96.662	     1.256600e-97	
         112.129	     1.256600e-97	
         127.286	     1.256600e-97	
         142.014	     1.256600e-97	
         156.264	     1.256600e-97	
         170.037	     1.256600e-97	
         183.358	     1.256600e-97	
         196.268	     1.256600e-97	
         208.811	     1.265300e-97	
         221.031	     1.915200e-95	
         232.971	     1.679600e-91	
         244.667	     7.642000e-88	
         256.153	     1.946300e-84	
         267.458	     2.966300e-81	
         278.607	     2.878800e-78	
         289.620	     1.902000e-75	
         300.518	     8.896300e-73	
         311.314	     3.070500e-70	
         322.022	     7.947100e-68	
         332.654	     1.560300e-65	
         343.220	     2.340000e-63	
         353.727	     2.724000e-61	
         364.183	     2.484300e-59	
         374.594	     1.803900e-57	
         384.965	     1.054900e-55	
         395.302	     5.049100e-54	
         405.607	     2.000800e-52	
         415.884	     6.655900e-51	
         426.137	     1.875900e-49	
         436.368	     4.541600e-48	
         446.580	     9.510600e-47	
         456.773	     1.746700e-45	
         466.951	     2.819700e-44	
         477.114	     4.057000e-43	
         487.265	     5.214500e-42	
         497.404	     6.042400e-41	
         507.532	     6.341800e-40	
         517.651	     6.126500e-39	
         527.761	     5.372900e-38	
         537.863	     4.337200e-37	
         547.958	     3.244200e-36	
         558.046	     2.254800e-35	
         568.128	     1.462200e-34	
         578.205	     8.877900e-34	
         588.276	     5.063000e-33	
         598.343	     2.721500e-32	
         608.405	     1.382300e-31	
         618.463	     6.654400e-31	
         628.518	     3.043800e-30	
         638.569	     1.325900e-29	
         648.617	     5.513300e-29	
         658.662	     2.193500e-28	
         668.705	     8.364100e-28	
         678.745	     3.062900e-27	
         688.782	     1.079000e-26	
         698.817	     3.663600e-26	
         708.851	     1.200400e-25	
         718.882	     3.802000e-25	
         728.912	     1.165800e-24	
         738.940	     3.464300e-24	
         748.966	     9.991000e-24	
         758.991	     2.800300e-23	
         769.015	     7.633300e-23	
         779.037	     2.026300e-22	
         789.058	     5.243400e-22	
         799.078	     1.324100e-21	
         809.097	     3.265200e-21	
         818.114	     7.870600e-21	
         829.132	     1.855700e-20	
         839.149	     4.284600e-20	
         849.164	     9.691900e-20	
         859.178	     2.149900e-19	
         868.191	     4.679600e-19	
         879.205	     1.000000e-18	
         889.218	     2.099500e-18	
         899.230	     4.332200e-18	
         909.241	     8.794500e-18	
         918.250	     1.824800e-13	
         929.261	     2.478600e-13	
         939.271	     9.822200e-13	
         949.280	     4.438200e-15	
         959.289	     2.052200e-12	
         968.296	     4.810700e-13	
         979.305	     1.812200e-11	
         989.312	     9.401800e-12	
         999.319	     5.959500e-11	
        1009.326	     2.372500e-11	
        1019.332	     4.626000e-11	
        1029.338	     4.744700e-12	
        1039.344	     1.082000e-10	
        1049.349	     5.810500e-12	
        1059.355	     7.450900e-13	
        1069.359	     4.248200e-11	
        1079.364	     8.039100e-11	
        1089.368	     3.599200e-11	
        1099.372	     2.372500e-12	
        1109.376	     1.446100e-08	
        1119.380	     3.591000e-11	
        1129.384	     2.307900e-08	
